,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
122181,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2333.0
122182,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,616.0
122183,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,400.0
122184,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,10000.0
122186,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,3700.0
122189,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Sim ,Não,5000.0
122190,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,0.0
122196,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,660.0
122197,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1300.0
122203,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,433.0
122204,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1275.0
122205,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,530.0
122208,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,540.0
122209,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5000.0
122210,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3666.0
122211,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,768.0
122212,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3000.0
122213,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1350.0
122214,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1113.0
122216,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,3000.0
122219,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1000.0
122221,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Sim ,2000.0
122222,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5000.0
122223,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1952.0
122224,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Sim ,1316.0
122225,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1050.0
122229,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,674.0
122230,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,650.0
122234,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,600.0
122235,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
122237,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,1166.0
122238,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,733.0
122239,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,908.0
122242,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,125.0
122243,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1612.0
122246,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1533.0
122247,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1109.0
122248,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1141.0
122249,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,960.0
122252,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,712.0
122257,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,650.0
122258,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
122260,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1466.0
122262,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,838.0
122263,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2050.0
122266,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1101.0
122267,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,656.0
122268,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1200.0
122269,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,540.0
122272,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1149.0
122275,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1166.0
122277,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,108.0
122280,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1855.0
122282,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,481.0
122290,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,646.0
122297,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1150.0
122298,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1390.0
122299,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,508.0
122307,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2498.0
122309,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,933.0
122310,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,749.0
122313,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1560.0
122314,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2116.0
122316,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,916.0
122322,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1574.0
122325,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1400.0
122330,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1166.0
122331,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3250.0
122342,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1241.0
122344,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
122346,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,831.0
122348,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1008.0
122349,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,820.0
122350,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,306.0
122355,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,640.0
122358,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,37.0
122360,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,234.0
122361,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,600.0
122363,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,812.0
122367,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,325.0
122369,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,848.0
122394,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2166.0
122399,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,849.0
122401,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1191.0
122407,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Não,Não,4200.0
122408,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
122409,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Não,Sim ,Não,2366.0
122412,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,875.0
122413,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,947.0
122414,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,876.0
122415,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4000.0
122416,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,700.0
122418,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Não,Não,Não,3800.0
122420,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3466.0
122421,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1862.0
122423,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,1362.0
122425,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2466.0
122427,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1350.0
122429,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1200.0
122430,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1230.0
122432,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,10000.0
122436,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,960.0
122437,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1600.0
122441,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,470.0
122442,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
122444,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Sim ,Não,533.0
122445,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,1062.0
122447,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1362.0
122448,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1150.0
122449,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,1033.0
122450,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,600.0
122451,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,3150.0
122452,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1850.0
122455,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1993.0
122456,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1375.0
122459,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Sim ,2933.0
122460,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2000.0
122461,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3150.0
122462,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1521.0
122463,2014,Santa Catarina,Sim,Não,Não,Não,Sim ,Não,Não,1000.0
122465,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,750.0
122466,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Não,Sim ,Não,1300.0
122468,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
122470,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1662.0
122473,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1800.0
122474,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1550.0
122475,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1625.0
122476,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,840.0
122477,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1970.0
122478,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1433.0
122482,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,950.0
122487,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2100.0
122488,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1750.0
122491,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,2333.0
122493,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3200.0
122494,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Sim ,3466.0
122495,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1250.0
122497,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2650.0
122498,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2206.0
122499,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1333.0
122500,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,724.0
122501,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1025.0
122502,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1250.0
122503,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1185.0
122504,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,775.0
122505,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1856.0
122506,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,893.0
122507,2014,Santa Catarina,Sim,Não,Sim ,Sim ,Sim ,Não,Não,1000.0
122508,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,3366.0
122509,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2100.0
122510,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1400.0
122512,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1054.0
122514,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2266.0
122517,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1166.0
122519,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,862.0
122525,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,333.0
122527,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,4250.0
122529,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2250.0
122530,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2700.0
122531,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4175.0
122534,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1624.0
122535,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2500.0
122536,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2710.0
122539,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,4000.0
122540,2014,Santa Catarina,Sim,Não,Sim ,Sim ,Sim ,Sim ,Não,1686.0
122541,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,743.0
122542,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Sim ,Não,625.0
122547,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
122549,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Sim ,Não,Não,837.0
122551,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3300.0
122553,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2200.0
122554,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3500.0
122556,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2156.0
122559,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1250.0
122560,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
122563,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1600.0
122564,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1362.0
122566,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
122567,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3375.0
122569,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,800.0
122576,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,400.0
122577,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1950.0
122578,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2333.0
122579,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,4000.0
122580,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
122581,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1250.0
122582,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
122583,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Sim ,Não,926.0
122584,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Sim ,Não,1249.0
122585,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,725.0
122586,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
122589,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1050.0
122590,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
122592,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,666.0
122594,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,608.0
122595,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1193.0
122596,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1600.0
122599,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
122600,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,716.0
122601,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,500.0
122606,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1100.0
122610,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1753.0
122611,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,875.0
122621,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,1050.0
122625,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,2000.0
122630,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1600.0
122631,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,797.0
122635,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,760.0
122639,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1282.0
122642,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1508.0
122643,2014,Santa Catarina,Sim,Não,Sim ,Sim ,Sim ,Não,Não,1700.0
122644,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
122645,2014,Santa Catarina,Sim,Sim ,Sim ,Não,Não,Não,Não,3000.0
122646,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1404.0
122650,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,909.0
122651,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2400.0
122652,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2333.0
122654,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
122656,2014,Santa Catarina,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1090.0
122657,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,901.0
122666,2014,Santa Catarina,Sim,Não,Não,Sim ,Sim ,Não,Não,2124.0
122673,2014,Santa Catarina,Sim,Não,Sim ,Não,Sim ,Não,Não,1056.0
122682,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,500.0
122691,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,733.0
122692,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1266.0
122693,2014,Santa Catarina,Sim,Sim ,Não,Sim ,Sim ,Não,Não,841.0
122699,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,500.0
122702,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,975.0
122703,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1240.0
122704,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
122706,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2400.0
122708,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,944.0
122712,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,925.0
122715,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,120.0
122717,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1175.0
122719,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,375.0
122721,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1575.0
122722,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,833.0
122725,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,327.0
122727,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3000.0
122731,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
122732,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1275.0
122733,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1666.0
122741,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,986.0
122742,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2450.0
122744,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,833.0
122745,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1000.0
122750,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,550.0
122751,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2100.0
122753,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,633.0
122754,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3166.0
122755,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
122756,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,875.0
122757,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1160.0
122759,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,950.0
122760,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
122763,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1750.0
122767,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,716.0
122768,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,400.0
122770,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,550.0
122772,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1250.0
122773,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,500.0
122774,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1300.0
122778,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,680.0
122780,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1200.0
122781,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,925.0
122782,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1900.0
122784,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,462.0
122785,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,716.0
122789,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,773.0
122792,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,350.0
122794,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,833.0
122797,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,300.0
122798,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,648.0
122802,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,735.0
122803,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,933.0
122804,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,533.0
122805,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,547.0
122807,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,400.0
122808,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,1100.0
122810,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,330.0
122812,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,2000.0
122813,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,279.0
122814,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,406.0
122816,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2900.0
122820,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Não,Não,Não,716.0
122822,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,627.0
122823,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1063.0
122824,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1266.0
122828,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Sim ,Não,1033.0
122829,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,618.0
122833,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1600.0
122834,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,241.0
122835,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2973.0
