,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
126087,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2200.0
126088,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1833.0
126089,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,300.0
126092,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3000.0
126093,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,422.0
126094,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,514.0
126095,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1050.0
126096,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1166.0
126097,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,433.0
126098,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1410.0
126099,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,789.0
126100,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,206.0
126103,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Não,Sim ,Não,1100.0
126104,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,536.0
126105,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1586.0
126106,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,640.0
126107,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1788.0
126109,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,886.0
126115,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,333.0
126117,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1850.0
126119,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,525.0
126120,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1150.0
126121,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,625.0
126125,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4900.0
126128,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1500.0
126138,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1000.0
126139,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2100.0
126144,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1500.0
126145,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1062.0
126148,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1195.0
126149,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,650.0
126155,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1506.0
126157,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
126159,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,278.0
126163,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,788.0
126166,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,400.0
126167,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,750.0
126168,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,750.0
126169,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1262.0
126171,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1130.0
126174,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1475.0
126176,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,433.0
126178,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,0.0
126179,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1333.0
126183,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1050.0
126189,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,4350.0
126191,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,625.0
126194,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,994.0
126197,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,197.0
126198,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2450.0
126203,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,788.0
126207,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1433.0
126208,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,197.0
126211,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
126213,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,200.0
126214,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,997.0
126219,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1167.0
126220,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,697.0
126232,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,847.0
126234,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,666.0
126240,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,750.0
126243,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,790.0
126246,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,733.0
126248,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,0.0
126249,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,946.0
126257,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,4700.0
126258,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,6000.0
126259,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2166.0
126260,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1335.0
126261,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,700.0
126262,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1385.0
126263,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,6333.0
126266,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,566.0
126269,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1625.0
126270,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3000.0
126271,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4750.0
126274,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,600.0
126275,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,1500.0
126277,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,2400.0
126280,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,625.0
126284,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1166.0
126285,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,566.0
126286,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1033.0
126289,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,950.0
126291,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1200.0
126292,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,360.0
126295,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,725.0
126297,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1044.0
126300,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,875.0
126301,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,900.0
126307,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,775.0
126308,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1700.0
126311,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,650.0
126314,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1066.0
126315,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,625.0
126318,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1050.0
126319,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,660.0
126321,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,300.0
126323,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Sim ,Não,Não,133.0
126330,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1200.0
126332,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,529.0
126339,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1100.0
126346,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,4600.0
126355,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,394.0
126356,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2250.0
126357,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,166.0
126359,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,224.0
126361,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,3000.0
126363,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,767.0
126365,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1080.0
126368,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1174.0
126369,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3233.0
126372,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1144.0
126382,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,421.0
126385,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,339.0
126387,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1405.0
126389,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,994.0
126391,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,394.0
126392,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,769.0
126396,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,9500.0
126398,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Sim ,6000.0
126401,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,17500.0
126402,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1168.0
126404,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,467.0
126405,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,984.0
126406,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,750.0
126407,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,600.0
126408,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Sim ,Não,340.0
126409,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,0.0
126411,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Sim ,Não,800.0
126412,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,505.0
126413,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1533.0
126417,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2000.0
126418,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,200.0
126421,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,5680.0
126422,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,450.0
126424,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2894.0
126426,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,766.0
126427,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1016.0
126429,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,2192.0
126431,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1850.0
126434,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,850.0
126437,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1000.0
126438,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,1166.0
126439,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1200.0
126440,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,769.0
126441,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,471.0
126444,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,400.0
126448,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1000.0
126449,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,697.0
126453,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,394.0
126454,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,337.0
126455,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1034.0
126456,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1300.0
126458,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,780.0
126460,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,900.0
126464,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1166.0
126466,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,400.0
126468,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1200.0
126471,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1050.0
126472,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,671.0
126473,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1521.0
126474,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1333.0
126475,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1369.0
126476,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,925.0
126482,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,197.0
126483,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,42.0
126484,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1266.0
126485,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,500.0
126487,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,785.0
126489,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,750.0
126496,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,750.0
126497,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2588.0
126499,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,800.0
126502,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,725.0
126503,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,514.0
126504,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2200.0
126506,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1025.0
126507,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1082.0
126512,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,133.0
126513,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1833.0
126517,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,600.0
126521,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,300.0
126523,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1583.0
126525,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1300.0
126526,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,660.0
126528,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,800.0
126533,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1500.0
126534,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,800.0
126535,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,600.0
126536,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,2358.0
126538,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2325.0
126541,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1566.0
126542,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1166.0
126543,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1072.0
126545,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1782.0
126549,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1478.0
126552,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
126553,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,4000.0
126555,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1000.0
126556,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1600.0
126558,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1200.0
126560,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1446.0
126563,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1675.0
126567,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,912.0
126572,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1762.0
126573,2015,Rio Grande do Sul,Sim,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
126576,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1411.0
126577,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,2188.0
126578,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1479.0
126579,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1782.0
126580,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1594.0
126581,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,6150.0
126584,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Não,Não,Não,2049.0
126586,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1074.0
126587,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,947.0
126588,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,925.0
126590,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1792.0
126596,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1194.0
126598,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1150.0
126602,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,947.0
126603,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,915.0
126607,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,992.0
126609,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1394.0
126611,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3333.0
126613,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1788.0
126615,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,525.0
126616,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,0.0
126618,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1675.0
126619,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1500.0
126620,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,4794.0
126621,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1100.0
126625,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,713.0
126629,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,692.0
126631,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1724.0
126632,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,704.0
126635,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,933.0
126637,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,966.0
126640,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1900.0
126642,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,2175.0
126643,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,0.0
126644,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2000.0
126648,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1112.0
126650,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,5150.0
126651,2015,Rio Grande do Sul,Sim,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,2339.0
126653,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1800.0
126659,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,475.0
126660,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,644.0
126669,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,775.0
126676,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1172.0
