,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
119504,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1200.0
119506,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,700.0
119507,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1550.0
119508,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,5500.0
119510,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2292.0
119511,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,5000.0
119512,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1750.0
119513,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1500.0
119514,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3000.0
119515,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3000.0
119517,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2046.0
119518,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2116.0
119520,2015,Santa Catarina,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,3070.0
119521,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1600.0
119522,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,12500.0
119523,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,394.0
119524,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1166.0
119526,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4000.0
119528,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,1129.0
119529,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4015.0
119531,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,850.0
119532,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1970.0
119535,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3325.0
119536,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2875.0
119538,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4850.0
119539,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2000.0
119542,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4000.0
119545,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3650.0
119548,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,5666.0
119549,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2500.0
119550,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1750.0
119552,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2000.0
119555,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,706.0
119558,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,780.0
119559,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Não,Não,Não,685.0
119561,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,16000.0
119562,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3000.0
119564,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,4500.0
119565,2015,Santa Catarina,Sim,Não,Sim,Não,Sim ,Não,Sim ,Não,Não,788.0
119567,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1806.0
119568,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1075.0
119571,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3300.0
119575,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,5000.0
119576,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,8788.0
119578,2015,Santa Catarina,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,4000.0
119580,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1100.0
119582,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1650.0
119583,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1119.0
119584,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1200.0
119585,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1750.0
119587,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,6000.0
119589,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1200.0
119590,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,2500.0
119592,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,7250.0
119593,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2500.0
119595,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2600.0
119597,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,4025.0
119599,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1393.0
119600,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2500.0
119601,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2866.0
119602,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,4350.0
119603,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2000.0
119605,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,3000.0
119606,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2000.0
119607,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2000.0
119623,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1600.0
119631,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,7000.0
119632,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1750.0
119633,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,10000.0
119634,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1000.0
119635,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1620.0
119636,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1790.0
119637,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,788.0
119639,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,4000.0
119640,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,675.0
119643,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,8000.0
119644,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,5800.0
119645,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,3750.0
119646,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1500.0
119647,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2500.0
119648,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1572.0
119649,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1466.0
119650,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,635.0
119652,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,862.0
119653,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3000.0
119656,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1875.0
119657,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1125.0
119658,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2500.0
119660,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1288.0
119661,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1500.0
119662,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,870.0
119664,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,762.0
119676,2015,Santa Catarina,Sim,Não,Sim,Não,Não,Sim ,Sim ,Sim ,Não,1647.0
119682,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,890.0
119685,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1375.0
119686,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,893.0
119687,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,969.0
119688,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1012.0
119689,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1749.0
119694,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1017.0
119697,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,786.0
119700,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1400.0
119705,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1350.0
119707,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,696.0
119708,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,737.0
119709,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,633.0
119713,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,788.0
119714,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,4744.0
119716,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2333.0
119717,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1533.0
119718,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1833.0
119720,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3000.0
119721,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2033.0
119723,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2580.0
119724,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1300.0
119726,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,300.0
119727,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,900.0
119728,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,1250.0
119729,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2733.0
119731,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,800.0
119732,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,866.0
119733,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1400.0
119735,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,4000.0
119736,2015,Santa Catarina,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,3500.0
119737,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,262.0
119738,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,1333.0
119740,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,850.0
119741,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,750.0
119744,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1016.0
119746,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,747.0
119747,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1697.0
119748,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,2500.0
119749,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2000.0
119751,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,533.0
119752,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2000.0
119753,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1300.0
119756,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,825.0
119757,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,775.0
119758,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2000.0
119760,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,950.0
119761,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,283.0
119764,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,740.0
119765,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1750.0
119766,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,630.0
119767,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,980.0
119770,2015,Santa Catarina,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1500.0
119775,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2000.0
119777,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,3200.0
119778,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,666.0
119781,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1500.0
119783,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1500.0
119784,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1833.0
119785,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,512.0
119788,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,540.0
119791,2015,Santa Catarina,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,Não,1250.0
119792,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1200.0
119793,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1437.0
119796,2015,Santa Catarina,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,3200.0
119797,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,966.0
119799,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,646.0
119800,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,900.0
119801,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1375.0
119803,2015,Santa Catarina,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2410.0
119804,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,302.0
119805,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,7410.0
119808,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1960.0
119809,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,900.0
119810,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1557.0
119813,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1538.0
119814,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1801.0
119816,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,1352.0
119817,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,225.0
119821,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,300.0
119822,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2000.0
119823,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,590.0
119827,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1550.0
119828,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,725.0
119830,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1066.0
119835,2015,Santa Catarina,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Sim ,1119.0
119837,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,4000.0
119839,2015,Santa Catarina,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1066.0
119843,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1000.0
119847,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1194.0
119858,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1212.0
119860,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Não,Não,Não,850.0
119862,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1125.0
119864,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,619.0
119865,2015,Santa Catarina,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1266.0
119867,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,525.0
119868,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,630.0
119869,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Sim ,Sim ,Sim ,Não,600.0
119873,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,700.0
119879,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2333.0
119882,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,2300.0
119884,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3800.0
119885,2015,Santa Catarina,Sim,Sim,Sim,Sim,Sim ,Não,Sim ,Não,Não,4000.0
119889,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1390.0
119891,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1025.0
119893,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3000.0
119897,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2125.0
119899,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1775.0
119901,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,3300.0
119902,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2380.0
119903,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1550.0
119904,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1500.0
119906,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,2264.0
119907,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,1650.0
119908,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,2250.0
119909,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,950.0
119910,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,1525.0
119912,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1000.0
119916,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1116.0
119918,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,942.0
119922,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,1283.0
119923,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1129.0
119929,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1350.0
119931,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,833.0
119932,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1250.0
119933,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Não,Não,Não,836.0
119934,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,1075.0
119940,2015,Santa Catarina,Sim,Sim,Sim,Sim,Sim ,Não,Sim ,Não,Não,1269.0
119942,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,325.0
119943,2015,Santa Catarina,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,900.0
119944,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1358.0
119945,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1466.0
119946,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1298.0
119947,2015,Santa Catarina,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,506.0
119948,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1996.0
119949,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,844.0
119950,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1217.0
119952,2015,Santa Catarina,Sim,Não,Sim,Não,Sim ,Não,Sim ,Não,Não,594.0
119956,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,552.0
119957,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,933.0
119958,2015,Santa Catarina,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
119960,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,950.0
119964,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,500.0
119965,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,733.0
119966,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,633.0
119967,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,321.0
119969,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,1105.0
119973,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2000.0
119974,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,820.0
119975,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,964.0
119977,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,775.0
119978,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1400.0
119979,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,800.0
119980,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,360.0
119989,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,400.0
119992,2015,Santa Catarina,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,620.0
119996,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,986.0
120000,2015,Santa Catarina,Não,Sim,Sim,Não,Não,Não,Sim ,Não,Não,2200.0
120007,2015,Santa Catarina,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,2494.0
120011,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1300.0
120014,2015,Santa Catarina,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,625.0
120024,2015,Santa Catarina,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,904.0
120025,2015,Santa Catarina,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,10000.0
120041,2015,Santa Catarina,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,4372.0
120051,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,762.0
120054,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,133.0
120055,2015,Santa Catarina,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1500.0
