,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
119931,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1100.0,Sim ,Não,Não
119932,2013,SC,Não,Não,Não,,,,1000.0,,,
119933,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3166.0,Sim ,Não,Não
119934,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,263.0,Não,Não,Não
119936,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1600.0,Sim ,Não,Não
119938,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,862.0,Sim ,Não,Não
119939,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2400.0,Sim ,Não,Não
119940,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1227.0,Sim ,Não,Não
119941,2013,SC,Não,Não,Não,,,,339.0,,,
119943,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5166.0,Sim ,Sim ,Não
119945,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,5000.0,Sim ,Não,Não
119949,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,4100.0,Sim ,Sim ,Não
119951,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,898.0,Sim ,Não,Não
119952,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1750.0,Sim ,Não,Não
119953,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1700.0,Sim ,Não,Não
119954,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1045.0,Sim ,Não,Não
119955,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3250.0,Sim ,Não,Não
119959,2013,SC,Não,Não,Não,,,,869.0,,,
119960,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2575.0,Sim ,Não,Não
119961,2013,SC,Não,Não,Sim ,Não,Não,Sim ,651.0,Sim ,Não,Não
119964,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2250.0,Sim ,Não,Não
119966,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,875.0,Sim ,Não,Sim 
119967,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3333.0,Sim ,Não,Não
119969,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,900.0,Sim ,Não,Não
119970,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5000.0,Sim ,Não,Não
119972,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1650.0,Sim ,Não,Não
119974,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1500.0,Sim ,Não,Não
119976,2013,SC,Não,Não,Não,,,,1750.0,,,
119980,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,995.0,Sim ,Não,Não
119984,2013,SC,Não,Não,Sim ,Não,Não,Sim ,837.0,Sim ,Sim ,Não
119985,2013,SC,Não,Não,Não,,,,2400.0,,,
119986,2013,SC,Não,Não,Sim ,Não,Não,Sim ,750.0,Sim ,Não,Não
119987,2013,SC,Não,Não,Sim ,Não,Não,Sim ,860.0,Sim ,Não,Não
119990,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1000.0,Não,Não,Não
119991,2013,SC,Não,Não,Não,,,,1300.0,,,
119993,2013,SC,Não,Não,Sim ,Não,Não,Sim ,676.0,Sim ,Não,Não
119994,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1550.0,Sim ,Sim ,Não
119995,2013,SC,Sim,Não,Não,,,,582.0,,,
119996,2013,SC,Sim,Não,Não,,,,3517.0,,,
119997,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,384.0,Sim ,Sim ,Não
119998,2013,SC,,,Sim ,Sim ,Sim ,Sim ,350.0,Sim ,Não,Não
119999,2013,SC,Não,Sim,Não,,,,485.0,,,
120000,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1133.0,Sim ,Não,Não
120001,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,2774.0,Sim ,Não,Não
120002,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,970.0,Sim ,Não,Não
120003,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,698.0,Sim ,Não,Não
120004,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,793.0,Sim ,Não,Não
120005,2013,SC,Não,Não,Não,,,,1000.0,,,
120006,2013,SC,Não,Sim,Não,,,,800.0,,,
120007,2013,SC,Não,Não,Não,,,,1360.0,,,
120008,2013,SC,Não,Sim,Não,,,,939.0,,,
120009,2013,SC,Não,Sim,Não,,,,1879.0,,,
120010,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1850.0,Sim ,Não,Não
120011,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1460.0,Sim ,Não,Não
120012,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,880.0,Sim ,Não,Não
120013,2013,SC,Não,Não,Não,,,,565.0,,,
120015,2013,SC,Não,Não,Não,,,,2139.0,,,
120016,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1060.0,Sim ,Não,Sim 
120017,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1235.0,Sim ,Sim ,Não
120018,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,1600.0,Sim ,Sim ,Não
120019,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1844.0,Sim ,Não,Não
120020,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1287.0,Sim ,Sim ,Não
120021,2013,SC,Não,Não,Não,,,,929.0,,,
120022,2013,SC,Não,Não,Não,,,,490.0,,,
120023,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2433.0,Sim ,Não,Não
120026,2013,SC,Não,Não,Não,,,,262.0,,,
120027,2013,SC,Não,Não,Não,,,,1050.0,,,
120028,2013,SC,Não,Não,Não,,,,1100.0,,,
120029,2013,SC,Não,Não,Sim ,Não,Sim ,Não,860.0,Sim ,Não,Não
120030,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,683.0,Sim ,Não,Não
120031,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,700.0,Sim ,Não,Não
120032,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1540.0,Sim ,Não,Não
120033,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,891.0,Sim ,Não,Não
120034,2013,SC,Não,Sim,Não,,,,1356.0,,,
120035,2013,SC,Não,Sim,Não,,,,585.0,,,
120036,2013,SC,Não,Sim,Não,,,,678.0,,,
120037,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,850.0,Sim ,Não,Não
120038,2013,SC,Sim,Sim,Não,,,,816.0,,,
120039,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,869.0,Sim ,Não,Não
120040,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1011.0,Sim ,Não,Não
120041,2013,SC,Não,Sim,Não,,,,684.0,,,
120042,2013,SC,Não,Sim,Não,,,,339.0,,,
120044,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,872.0,Sim ,Não,Não
120045,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,597.0,Sim ,Não,Não
120046,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,300.0,Sim ,Não,Não
120047,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,375.0,Sim ,Não,Não
120048,2013,SC,Não,Não,Não,,,,483.0,,,
120049,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,800.0,Sim ,Não,Não
120052,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1350.0,Sim ,Não,Não
120053,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2000.0,Sim ,Sim ,Não
120056,2013,SC,Não,Sim,Não,,,,323.0,,,
120057,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
120058,2013,SC,Não,Sim,Não,,,,589.0,,,
120059,2013,SC,Não,Sim,Não,,,,459.0,,,
120060,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1150.0,Sim ,Não,Não
120061,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,630.0,Sim ,Não,Não
120062,2013,SC,Não,Sim,Não,,,,1352.0,,,
120063,2013,SC,,,Sim ,Sim ,Não,Sim ,900.0,Sim ,Não,Não
120065,2013,SC,Não,Não,Não,,,,400.0,,,
120066,2013,SC,Não,Sim,Não,,,,1356.0,,,
120067,2013,SC,Não,Sim,Não,,,,270.0,,,
120068,2013,SC,Sim,Sim,Não,,,,875.0,,,
120069,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1658.0,Sim ,Não,Não
120072,2013,SC,Não,Sim,Não,,,,169.0,,,
120073,2013,SC,Não,Sim,Não,,,,555.0,,,
120074,2013,SC,Não,Não,Não,,,,1178.0,,,
120075,2013,SC,Não,Sim,Não,,,,1839.0,,,
120079,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,678.0,Sim ,Não,Não
120080,2013,SC,Não,Não,Sim ,Não,Não,Sim ,559.0,Sim ,Não,Não
120081,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,672.0,Sim ,Não,Não
120082,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,661.0,Sim ,Não,Não
120083,2013,SC,Não,Sim,Não,,,,766.0,,,
120084,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1566.0,Sim ,Não,Não
120086,2013,SC,Não,Sim,Não,,,,700.0,,,
120087,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1089.0,Sim ,Não,Não
120088,2013,SC,Não,Sim,Não,,,,1251.0,,,
120090,2013,SC,Não,Não,Não,,,,1530.0,,,
120091,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1300.0,Sim ,Não,Não
120094,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,666.0,Sim ,Não,Não
120097,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,387.0,Sim ,Não,Não
120098,2013,SC,Não,Sim,Não,,,,678.0,,,
120101,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,750.0,Sim ,Não,Não
120102,2013,SC,Não,Sim,Não,,,,800.0,,,
120103,2013,SC,Não,Sim,Não,,,,1650.0,,,
120104,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,419.0,Sim ,Não,Não
120106,2013,SC,Não,Sim,Não,,,,1239.0,,,
120108,2013,SC,Não,Sim,Não,,,,825.0,,,
120109,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,975.0,Sim ,Não,Não
120112,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1828.0,Sim ,Não,Não
120113,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
120114,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1154.0,Sim ,Não,Não
120115,2013,SC,Não,Sim,Não,,,,400.0,,,
120116,2013,SC,,,Não,,,,169.0,,,
120117,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2033.0,Sim ,Não,Não
120118,2013,SC,Não,Sim,Não,,,,726.0,,,
120119,2013,SC,Não,Sim,Não,,,,212.0,,,
120120,2013,SC,Não,Sim,Não,,,,160.0,,,
120122,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,792.0,Sim ,Não,Não
120123,2013,SC,Sim,Sim,Não,,,,666.0,,,
120124,2013,SC,Não,Sim,Não,,,,187.0,,,
120125,2013,SC,Não,Sim,Não,,,,678.0,,,
120126,2013,SC,Não,Sim,Não,,,,350.0,,,
120127,2013,SC,Sim,Sim,Não,,,,246.0,,,
120128,2013,SC,Não,Sim,Não,,,,750.0,,,
120129,2013,SC,Não,Sim,Não,,,,489.0,,,
120130,2013,SC,Não,Sim,Não,,,,150.0,,,
120131,2013,SC,Não,Sim,Não,,,,103.0,,,
120132,2013,SC,Não,Sim,Não,,,,559.0,,,
120133,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,833.0,Sim ,Não,Não
120135,2013,SC,Não,Sim,Não,,,,1356.0,,,
120136,2013,SC,Não,Sim,Não,,,,652.0,,,
120138,2013,SC,Não,Sim,Não,,,,344.0,,,
120139,2013,SC,Não,Sim,Não,,,,196.0,,,
120140,2013,SC,Não,Não,Não,,,,259.0,,,
120141,2013,SC,Não,Sim,Não,,,,1498.0,,,
120142,2013,SC,Não,Sim,Não,,,,678.0,,,
120143,2013,SC,Não,Sim,Não,,,,678.0,,,
120144,2013,SC,Não,Sim,Não,,,,250.0,,,
120145,2013,SC,Não,Sim,Não,,,,262.0,,,
120146,2013,SC,Não,Sim,Não,,,,965.0,,,
120147,2013,SC,Não,Sim,Não,,,,224.0,,,
120149,2013,SC,,,Não,,,,342.0,,,
120150,2013,SC,Não,Sim,Não,,,,339.0,,,
120151,2013,SC,Não,Sim,Não,,,,169.0,,,
120152,2013,SC,Não,Sim,Não,,,,678.0,,,
120154,2013,SC,Não,Sim,Não,,,,150.0,,,
120155,2013,SC,,,Não,,,,678.0,,,
120156,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1993.0,Sim ,Não,Não
120157,2013,SC,Não,Sim,Não,,,,678.0,,,
120158,2013,SC,Não,Sim,Não,,,,745.0,,,
120159,2013,SC,Não,Sim,Não,,,,375.0,,,
120161,2013,SC,Não,Sim,Não,,,,194.0,,,
120162,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,726.0,Sim ,Não,Não
120163,2013,SC,,,Não,,,,0.0,,,
120164,2013,SC,Não,Sim,Não,,,,246.0,,,
120165,2013,SC,Não,Sim,Não,,,,162.0,,,
120166,2013,SC,Não,Sim,Não,,,,506.0,,,
120167,2013,SC,Não,Sim,Não,,,,226.0,,,
120168,2013,SC,Não,Sim,Não,,,,1356.0,,,
120171,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1600.0,Sim ,Não,Não
120172,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,3750.0,Sim ,Não,Não
120173,2013,SC,Não,Não,Não,,,,1356.0,,,
120174,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,726.0,Sim ,Não,Não
120177,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,7878.0,Sim ,Não,Não
120178,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2270.0,Sim ,Não,Não
120179,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1120.0,Sim ,Não,Não
120180,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,4000.0,Sim ,Sim ,Não
120185,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,709.0,Sim ,Não,Não
120189,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2125.0,Sim ,Não,Não
120190,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,625.0,Sim ,Sim ,Não
120192,2013,SC,Não,Não,Não,,,,850.0,,,
120193,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,875.0,Sim ,Sim ,Não
120196,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,3200.0,Sim ,Sim ,Não
120201,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,783.0,Sim ,Não,Não
120202,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,866.0,Sim ,Não,Não
120203,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,550.0,Sim ,Não,Não
120204,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1533.0,Sim ,Sim ,Não
120205,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1600.0,Sim ,Não,Não
120206,2013,SC,Não,Não,Não,,,,1200.0,,,
120207,2013,SC,Não,Não sabe,Sim ,Sim ,Não,Sim ,375.0,Sim ,Não,Não
120208,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1166.0,Sim ,Não,Não
120209,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1600.0,Sim ,Não,Não
120210,2013,SC,Não,Não,Não,,,,1125.0,,,
120211,2013,SC,Não,Não,Não,,,,1017.0,,,
120212,2013,SC,,,Sim ,Não,Não,Sim ,694.0,Sim ,Não,Não
120214,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1212.0,Sim ,Não,Não
120216,2013,SC,Não,Não,Não,,,,1200.0,,,
120218,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120219,2013,SC,Não,Não,Não,,,,2000.0,,,
120220,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
120221,2013,SC,Não,Não,Sim ,Não,Não,Sim ,666.0,Sim ,Não,Não
120223,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,383.0,Sim ,Não,Não
120225,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,733.0,Sim ,Não,Não
120226,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120227,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,300.0,Sim ,Não,Não
120228,2013,SC,Sim,Não,Não,,,,797.0,,,
120229,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1825.0,Sim ,Não,Não
120230,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1916.0,Sim ,Sim ,Não
120231,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1775.0,Sim ,Sim ,Não
120232,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,2025.0,Sim ,Não,Não
120233,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,700.0,Sim ,Não,Não
120234,2013,SC,Sim,Sim,Não,,,,1464.0,,,
120235,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1416.0,Sim ,Não,Não
120236,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,4850.0,Sim ,Não,Não
120237,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1189.0,Sim ,Não,Não
120238,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,566.0,Sim ,Não,Não
120240,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,2000.0,Sim ,Não,Não
120241,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1285.0,Sim ,Não,Não
120242,2013,SC,Não,Sim,Não,,,,4850.0,,,
120245,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3125.0,Sim ,Sim ,Não
120246,2013,SC,Não,Sim,Não,,,,1116.0,,,
120249,2013,SC,Não,Sim,Não,,,,857.0,,,
120250,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1531.0,Sim ,Sim ,Não
120252,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1320.0,Sim ,Não,Não
120253,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,3750.0,Sim ,Não,Não
120255,2013,SC,Não,Sim,Não,,,,550.0,,,
120256,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,500.0,Sim ,Sim ,Não
120257,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120258,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120259,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1666.0,Sim ,Não,Não
120260,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120261,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3666.0,Sim ,Não,Não
120262,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,816.0,Sim ,Sim ,Não
120263,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1133.0,Sim ,Não,Não
120264,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2518.0,Sim ,Não,Não
120265,2013,SC,Não,Sim,Não,,,,1355.0,,,
120266,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,766.0,Sim ,Não,Não
120267,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,621.0,Sim ,Não,Não
120268,2013,SC,Não,Não,Sim ,Não,Sim ,Não,2200.0,Sim ,Não,Não
120269,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,3125.0,Sim ,Não,Não
120270,2013,SC,Não,Sim,Não,,,,678.0,,,
120271,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1800.0,Sim ,Não,Não
120272,2013,SC,Não,Sim,Não,,,,325.0,,,
120273,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,2763.0,Sim ,Não,Não
120274,2013,SC,Não,Sim,Não,,,,1856.0,,,
120275,2013,SC,Não,Sim,Não,,,,583.0,,,
120276,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
120278,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1750.0,Sim ,Não,Não
120279,2013,SC,Não,Sim,Não,,,,333.0,,,
120280,2013,SC,Não,Sim,Não,,,,1017.0,,,
120281,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,785.0,Sim ,Não,Não
120283,2013,SC,Não,Sim,Não,,,,669.0,,,
120284,2013,SC,Sim,Sim,Não,,,,1285.0,,,
120285,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1875.0,Sim ,Não,Não
120286,2013,SC,Não,Sim,Não,,,,664.0,,,
120288,2013,SC,Sim,Sim,Não,,,,3466.0,,,
120289,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,5450.0,Sim ,Sim ,Não
120290,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,9225.0,Sim ,Não,Não
120291,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1366.0,Sim ,Sim ,Não
120292,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,652.0,Sim ,Sim ,Não
120294,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2700.0,Sim ,Não,Não
120295,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,3200.0,Sim ,Sim ,Não
120297,2013,SC,Não,Sim,Não,,,,939.0,,,
120299,2013,SC,Não,Sim,Não,,,,2320.0,,,
120300,2013,SC,Não,Sim,Não,,,,904.0,,,
120301,2013,SC,Não,Não,Não,,,,828.0,,,
120302,2013,SC,Não,Não,Não,,,,592.0,,,
120303,2013,SC,Não,Sim,Não,,,,678.0,,,
120304,2013,SC,Não,Não,Não,,,,678.0,,,
120305,2013,SC,Não,Sim,Não,,,,1050.0,,,
120306,2013,SC,Não,Sim,Não,,,,492.0,,,
120308,2013,SC,Não,Sim,Não,,,,666.0,,,
120310,2013,SC,,,Sim ,Não,Não,Sim ,415.0,Sim ,Não,Não
120311,2013,SC,Não,Não,Não,,,,1068.0,,,
120313,2013,SC,Não,Não,Sim ,Sim ,Sim ,Sim ,1800.0,Sim ,Sim ,Não
120314,2013,SC,,,,,,,650.0,,,
120315,2013,SC,Sim,Sim,Sim ,Não,Não,Não,2344.0,Sim ,Não,Não
120316,2013,SC,,,,,,,1266.0,,,
120317,2013,SC,,,,,,,754.0,,,
120318,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3000.0,Sim ,Sim ,Não
120319,2013,SC,,,,,,,1200.0,,,
120320,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,3000.0,Não,Não,Não
120321,2013,SC,Não,Sim,Não,,,,1200.0,,,
120322,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2333.0,Sim ,Não,Não
120323,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,633.0,Sim ,Não,Não
120324,2013,SC,Não,Não,Não,,,,4000.0,,,
120325,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1439.0,Sim ,Não,Não
120326,2013,SC,Não,Não,Sim ,Não,Não,Sim ,4650.0,Sim ,Não,Não
120327,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2400.0,Sim ,Não,Não
120328,2013,SC,Não,Não,Não,,,,718.0,,,
120329,2013,SC,Não,Não,Não,,,,1303.0,,,
120330,2013,SC,Não,Sim,Não,,,,678.0,,,
120331,2013,SC,Não,Sim,Não,,,,1300.0,,,
120332,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1333.0,Sim ,Não,Não
120333,2013,SC,Não,Não,Sim ,Não,Não,Sim ,450.0,Sim ,Não,Não
120334,2013,SC,Não,Sim,Não,,,,678.0,,,
120335,2013,SC,Não,Sim,Não,,,,0.0,,,
120336,2013,SC,Não,Sim,Não,,,,839.0,,,
120337,2013,SC,Não,Sim,Sim ,Não,Não,Não,895.0,Sim ,Não,Não
120339,2013,SC,Não,Sim,Não,,,,335.0,,,
120340,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,7000.0,Sim ,Sim ,Não
120341,2013,SC,Não,Sim,Não,,,,1250.0,,,
120342,2013,SC,,,,,,,1650.0,,,
120343,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,950.0,Sim ,Não,Não
120344,2013,SC,Não,Sim,Não,,,,1000.0,,,
120345,2013,SC,,,,,,,339.0,,,
120346,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2040.0,Sim ,Não,Não
120347,2013,SC,Não,Sim,Não,,,,2000.0,,,
120348,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1566.0,Sim ,Não,Não
120349,2013,SC,Não,Não sabe,Não,,,,589.0,,,
120350,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1252.0,Sim ,Não,Não
120351,2013,SC,,,,,,,1678.0,,,
120353,2013,SC,Não,Sim,Não,,,,1356.0,,,
120354,2013,SC,Não,Sim,Não,,,,2078.0,,,
120355,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1130.0,Sim ,Não,Não
120356,2013,SC,Não,Não,Não,,,,1400.0,,,
120357,2013,SC,Não,Sim,Não,,,,678.0,,,
120359,2013,SC,Não,Não,Não,,,,1439.0,,,
120360,2013,SC,Não,Não,Não,,,,975.0,,,
120361,2013,SC,Não,Não,Não,,,,425.0,,,
120362,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,583.0,Sim ,Não,Não
120363,2013,SC,Não,Sim,Não,,,,552.0,,,
120364,2013,SC,Não,Não,Não,,,,1356.0,,,
120365,2013,SC,Sim,Sim,Sim ,Não,Não,Não,855.0,Sim ,Não,Não
120366,2013,SC,,,,,,,800.0,,,
120367,2013,SC,Não,Não,Não,,,,1356.0,,,
120369,2013,SC,Não,Não,Não,,,,754.0,,,
120370,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1364.0,Sim ,Não,Não
120371,2013,SC,Não,Sim,Não,,,,1356.0,,,
120372,2013,SC,Não,Sim,Não,,,,452.0,,,
120373,2013,SC,Não,Sim,Não,,,,826.0,,,
120374,2013,SC,Não,Sim,Não,,,,1356.0,,,
120375,2013,SC,Não,Não,Não,,,,600.0,,,
120378,2013,SC,Não,Não,Não,,,,678.0,,,
120379,2013,SC,Não,Sim,Não,,,,500.0,,,
120380,2013,SC,Não,Não,Não,,,,678.0,,,
120381,2013,SC,,,,,,,1000.0,,,
120382,2013,SC,Não,Não,Não,,,,339.0,,,
120383,2013,SC,,,,,,,452.0,,,
120385,2013,SC,Não,Sim,Não,,,,840.0,,,
120386,2013,SC,Não,Sim,Não,,,,928.0,,,
120387,2013,SC,Não,Não,Não,,,,2800.0,,,
120388,2013,SC,Não,Sim,Não,,,,1184.0,,,
120390,2013,SC,Não,Não,Não,,,,1278.0,,,
120392,2013,SC,Não,Não,Sim ,Não,Não,Sim ,425.0,Sim ,Não,Não
120393,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,575.0,Sim ,Não,Não
120394,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,610.0,Sim ,Sim ,Não
